Shareholder,Percent,Company,shareholder_id,company_national_id,shareholder_rasmio,shareholder_national_id
شركت سرمايه گذاري اعتضادغدير-سهامي خاص-,0.0159,گروه صنعتي و معدني امير,425,10100747077,سرمایه گذاری اعتضاد غدیر,10102169938
شركت سرمايه گذاري سپه-سهامي عام-,0.0127,گروه صنعتي و معدني امير,478,10100747077,سرمایه گذاری سپه,10101296740
شركت دارويي بركت-سهامي خاص-,0.4943,سرمايه‌ گذاري‌ البرز(هلدينگ‌,21411,10100443908,گروه دارویی برکت,10320275643
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.1339,سرمايه‌ گذاري‌ البرز(هلدينگ‌,527,10100443908,سرمایه گذاری ملی ایران,10100686779
شركت بيمه مركزي جمهوري اسلامي ايران,0.0475,سرمايه‌ گذاري‌ البرز(هلدينگ‌,21614,10100443908,بیمه مرکزی جمهوری اسلامی ایران,14001907528
شركت گروه مالي پارسيان-سهامي خاص-,0.0318,سرمايه‌ گذاري‌ البرز(هلدينگ‌,51518,10100443908,گروه مالی پارسیان,14004046372
شركت گروه توسعه مالي مهرآيندگان-سهامي عام-,0.0238,سرمايه‌ گذاري‌ البرز(هلدينگ‌,21630,10100443908,گروه توسعه مالی مهر آیندگان,10101638604
شركت مديريت سرمايه گذاري كوثربهمن-سهامي خاص-,0.0166,سرمايه‌ گذاري‌ البرز(هلدينگ‌,684,10100443908,مدیریت سرمایه گذاری کوثر بهمن,10100945346
شركت گروه سرمايه گذاري تدبير-سهامي عام-,0.0146,سرمايه‌ گذاري‌ البرز(هلدينگ‌,70677,10100443908,گروه سرمایه گذاری تدبیر,10101907666
شركت صنايع آلوم رول نوين-سهامي خاص-,0.1316,آلومينيوم‌ايران‌,47090,10780060750,صنایع آلوم رول نوین,10103652364
شركت روان گدازپرديس-سهامي خاص-,0.1119,آلومينيوم‌ايران‌,48298,10780060750,روان گداز پردیس,10780110885
شركت مدبرتجارت آريا-بامسئوليت محدود-,0.053,آلومينيوم‌ايران‌,48258,10780060750,مدبر تجارت آریا,10103529793
شركت پرتوكالاپرديس-بامسئوليت محدود-,0.0495,آلومينيوم‌ايران‌,48295,10780060750,پرتو کالا پردیس,10103529800
شركت امين آر-سهامي خاص-,0.0226,آلومينيوم‌ايران‌,46967,10780060750,امین آر,10101195187
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.022,آلومينيوم‌ايران‌,527,10780060750,سرمایه گذاری ملی ایران,10100686779
شركت س اتهران س.خ-م ك م ف ع-,0.0172,آلومينيوم‌ايران‌,1064,10780060750,سرمایه گذاری استان تهران,10103191091
شركت س اخراسان رضوي س.خ-م ك م ف ع-,0.0166,آلومينيوم‌ايران‌,1065,10780060750,سرمایه گذاری سهام عدالت استان خراسان رضوی,10380430077
شركت س افارس س.خ-م ك م ف ع-,0.0125,آلومينيوم‌ايران‌,2674,10780060750,سرمایه گذاری استان فارس,10530320996
شركت س اخوزستان س.خ-م ك م ف ع-,0.0122,آلومينيوم‌ايران‌,2662,10780060750,سرمایه گذاری استان خوزستان,10860903365
شركت س ااصفهان س.ع-م ك م ف ع-,0.0109,آلومينيوم‌ايران‌,1063,10780060750,سرمایه گذاری استان اصفهان,10260490269
سازمان توسعه ونوسازي معادن وصنايع معدني ايران,0.9999,آلوميناي ايران,104,10860294339,سازمان توسعه و نوسازی معادن و صنایع معدنی ایران,10102158022
شركت آلومتك-سهامي عام-,0.5077,آلومراد,247,10100711365,آلومتک,10100453064
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.6006,آلومتك‌,527,10100453064,سرمایه گذاری ملی ایران,10100686779
شركت سرمايه گذاري صدرتاءمين-سهامي عام-,0.6773,كاشي‌ الوند,492,10100982040,سرمایه گذاری صدر تامین,10101924696
صندوق سرمايه گذاري سروسودمندمدبران,0.0241,كاشي‌ الوند,60743,10100982040,سرو سودمند مدبران,14008307703
شركت داروسازي كوثر-سهامي عام-,0.3702,داروسازي‌ امين‌,390,10260063258,داروسازی کوثر,10100634702
شركت پارس دارو-سهامي عام-,0.16,داروسازي‌ امين‌,305,10260063258,پارس دارو,10100336986
شركت تلاش انگيزه داراي آريا-بامسئوليت محدود-,0.102,داروسازي‌ امين‌,70479,10260063258,تلاش انگیزه دارای آریا,14006249920
شركت امين سلامت بهاران-سهامي خاص-,0.0854,داروسازي‌ امين‌,77183,10260063258,امین سلامت بهاران,14011339503
شركت الحاوي-سهامي عام-,0.0129,داروسازي‌ امين‌,255,10260063258,الحاوی,10100428084
شركت بيمه مركزي جمهوري اسلامي ايران,0.0107,داروسازي‌ امين‌,21614,10260063258,بیمه مرکزی جمهوری اسلامی ایران,14001907528
شركت سرمايه گذاري صدرتاءمين-سهامي عام-,0.7406,معدني‌ املاح‌ ايران‌,492,10100974130,سرمایه گذاری صدر تامین,10101924696
شركت سرمايه گذاري صنايع شيميايي ايران-سهامي عا,0.0386,معدني‌ املاح‌ ايران‌,20162,10100974130,سرمایه گذاری صنایع شیمیایی ایران,10100970248
شركت صنايع خاك چيني ايران-سهامي عام-,0.0284,معدني‌ املاح‌ ايران‌,7335,10100974130,صنایع خاک چینی ایران,10101038610
صندوق سرمايه گذاري اندوخته پايدارسپهر,0.0163,معدني‌ املاح‌ ايران‌,43193,10100974130,صندوق سرمایه گذاری اندوخته پایدار سپهر,10320866327
سازمان اقتصادي كوثر,0.518,سرمايه گذاري آوا نوين,95,10102836862,سازمان اقتصادی کوثر,14006852814
BFMصندوق سرمايه گذاري.ا.بازارگرداني گروه دي,0.0211,سرمايه گذاري آوا نوين,44577,10102836862,اختصاصی بازارگردانی گروه دی,14006012357
BFMصندوق س.اختصاصي بازارگرداني پاداش.پ.پ,0.0134,عطرين نخ قم,60374,14004054717,اختصاصی بازارگردانی پاداش پشتیبان پارس,14008473366
BFMصندوق.س.ا.بازارگرداني توسعه بازارتمدن,0.0772,آتيه داده پرداز,51479,10102320058,صندوق سرمایه گذاری اختصاصی بازارگردانی توسعه بازار تمدن,10000000059
شركت گروه سرمايه گذاري آتيه دماوند-سهامي عام-,0.0406,آتيه داده پرداز,41982,10102320058,گروه سرمایه گذاری آتیه دماوند,10102277635
شركت رساسامان آريا-سهامي خاص-,0.0296,آتيه داده پرداز,42412,10102320058,رسا سامان آریا,14003959426
صندوق سرمايه گذاري بانك گردشگري,0.0247,آتيه داده پرداز,41836,10102320058,صندوق سرمایه گذاری بانک گردشگری,10320600788
صندوق سرمايه گذاري اندوخته توسعه صادرات آرماني,0.0198,آتيه داده پرداز,42171,10102320058,صندوق سرمايه گذاري اندوخته توسعه صادرات آرماني,14005496342
شركت بيمه اتكائي امين-سهامي خاص-,0.0151,آتيه داده پرداز,42919,10102320058,بیمه اتکایی امین,10861533126
صندوق سرمايه گذاري امين يكم فردا,0.0143,آتيه داده پرداز,44291,10102320058,صندوق سرمايه گذاري امين يكم فردا,10000000099
شركت پارس تامين مجد-سهامي خاص-,0.4713,پليمر آريا ساسول,44191,10320053498,پارس تامین مجد,14004128084
شركت پتروشيمي پارس-سهامي خاص-,0.4708,پليمر آريا ساسول,60560,10320053498,پتروشیمی پارس,10320061053
شركت گسترش فناوري هاي نوين-سهامي خاص-,0.1806,آسان پرداخت پرشين,42660,10460114292,گسترش فناوری های نوین,10103679112
صندوق رفاه وتامين آتيه,0.1799,آسان پرداخت پرشين,42642,10460114292,رفاه وتامین اتیه امید,10100589211
صندوق سرمايه گذاري امين آشناايرانيان,0.0299,آسان پرداخت پرشين,42125,10460114292,صندوق سرمایه گذاری امین آشنا ایرانیان,10320752394
صندوق سرمايه گذاري حكمت آشناايرانيان,0.022,آسان پرداخت پرشين,46938,10460114292,حکمت آشنا ایرانیان,14004183170
شركت سرمايه گذاري نفت وگازوپتروشيمي تامين-س.ع,0.5325,پتروشيمي آبادان,20203,10100430706,سرمایه گذاری نفت و گاز و پتروشیمی تامین,10420205695
شركت.س.صندوق بازنشستگي كشوري-سهامي عام-,0.0643,پتروشيمي آبادان,46034,10100430706,سرمایه گذاری صندوق بازنشستگی کشوری,10101154437
BFMصندوق.س.ا.ب.صباگسترنفت وگازتامين,0.0119,پتروشيمي آبادان,50909,10100430706,صندوق سرمایه گذاری اختصاصی بازارگردانی صبا گستر نفت و گاز تامین,10000000054
شركت ملي نفتكش ايران-سهامي خاص-,0.1666,كشتيراني آريا,20143,10102670668,ملی نفتکش ایران,10100258391
شركت حمل واردات ايران-سهامي خاص-,0.1427,كشتيراني آريا,20144,10102670668,حمل واردات ایران,10100906047
شركت حمل دريائي ايران-سهامي خاص-,0.0277,كشتيراني آريا,20146,10102670668,حمل دریایی ایران,10100976112
شركت مفيدشيشه-سهامي خاص-,0.0629,سراميك‌هاي‌صنعتي‌اردكان‌,71231,10840024608,مفید شیشه,10103372005
BFMصندوق.س.ا.بازارگرداني سهم آشنايكم,0.0166,سراميك‌هاي‌صنعتي‌اردكان‌,46966,10840024608,اختصاصی بازارگردانی سهم آشنا یکم,14007120347
شركت بيمه البرز-سهامي عام-,0.0158,سراميك‌هاي‌صنعتي‌اردكان‌,294,10840024608,بیمه البرز,10100314776
شركت نام آوران تجارت اردستان-سهامي خاص-,0.2511,سيمان اردستان,70320,10260415423,نام آوران تجارت اردستان,14009518268
شركت.س.صندوق بازنشستگي كشوري-سهامي عام-,0.1133,سيمان اردستان,46034,10260415423,سرمایه گذاری صندوق بازنشستگی کشوری,10101154437
موسسه صندوق بازنشستگي شركت ملي صنايع مس ايران,0.0375,سيمان اردستان,770,10260415423,صندوق بازنشستگی شرکت ملی صنایع مس ایران,10630025764
شركت معدني وصنعتي چادرملو-سهامي عام-,0.441,شركت آهن و فولاد ارفع,46229,10102830088,معدنی و صنعتی چادر ملو,10101887744
شركت سرمايه گذاري توسعه معادن وفلزات-سهامي عام,0.203,شركت آهن و فولاد ارفع,460,10102830088,سرمایه گذاری توسعه معادن و فلزات,10101634157
شركت كارخانجات نوردلوله ياران-سهامي خاص-,0.1743,شركت آهن و فولاد ارفع,7312,10102830088,کارخانجات نورد لوله یاران,10101915348
شركت سرمايه گذاري ملي ايران-سهامي عام-,0.0472,شركت آهن و فولاد ارفع,527,10102830088,سرمایه گذاری ملی ایران,10100686779
شركت بانك گردشگري-سهامي عام-,0.1681,بيمه آرمان,7737,10320718237,بانک گردشگری,10320435268
شركت بانك ايران زمين-سهامي عام-,0.1574,بيمه آرمان,19691,10320718237,بانک ایران زمین,10320503079
شركت پاتين بين الملل پرديس-سهامي خاص-,0.1009,بيمه آرمان,47708,10320718237,پاتین بین الملل پردیس,10320469990
شركت تامين آتيه سرزمين ايرانيان-سهامي خاص-,0.0764,بيمه آرمان,62606,10320718237,تامین آتیه سرزمین ایرانیان,14007123145
شركت بين المللي سرمايه گذاري ايرانيان-س.ع-,0.0656,بيمه آرمان,70342,10320718237,بين المللي سرمايه گذاري ايرانيان,10103258569
شركت سرمايه گذاري آينده نگرشرق-سهامي عام-,0.0572,بيمه آرمان,19598,10320718237,سرمایه گذاری آینده نگر شرق,10380450359
شركت عمران پي ژيوار-سهامي خاص-,0.0425,بيمه آرمان,77076,10320718237,عمران پی ژیوار,14006336023
شركت طلايه داران تجارت كاسپين-سهامي خاص-,0.0369,بيمه آرمان,7615,10320718237,طلایه داران تجارت کاسپین,10320400445
شركت نيكان سرشت سرزمين ايرانيان-سهامي خاص-,0.0355,بيمه آرمان,62559,10320718237,نیکان سرشت سرزمین ایرانیان,14008157950
شركت اقتصادي نگين گردشگري ايرانيان-سهامي عام-,0.0342,بيمه آرمان,44475,10320718237,اقتصادی نگین گردشگری ایرانیان,10320412650
شركت آي اف اس كيش-سهامي خاص-,0.0174,بيمه آرمان,51652,10320718237,آی اف اس کیش,10861529184
BFMصندوق سرمايه گذاري.ا.ب.افتخارحافظ,0.0172,بيمه آرمان,55155,10320718237,صندوق سرمایه گذاری اختصاصی بازارگردانی افتخار حافظ,10000000029
شركت سرمايه گذاري دليران پارس-سهامي خاص-,0.0154,بيمه آرمان,7922,10320718237,سرمایه گذاری دلیران پارس,10102803281
شركت پيشگامان توسعه شهري ايرانيان-سهامي خاص-,0.0102,بيمه آرمان,17228,10320718237,پیشگامان توسعه شهری ایرانیان,10320650723
شركت آساگستران خراسان-سهامي خاص-,0.01,بيمه آرمان,7613,10320718237,آساگستران خراسان,10380305808
شركت آي اف اس كيش-سهامي خاص-,0.6383,شركت توسعه اقتصادي آرين,51652,10320504669,آی اف اس کیش,10861529184
شركت سرمايه گذاري كشاورزي آرتين هيواد-س.خ-,0.0114,شركت توسعه اقتصادي آرين,77376,10320504669,سرمایه گذاری کشاورزی آرتین هیواد,14009263200
BFMصندوق.س.ا.بازارگرداني تاك دانا,0.1282,سرمايه گذاري ارس صبا,69729,10101875807,صندوق سرمایه گذاری اختصاصی بازارگردانی توسعه تاک دانا,10000000060
صندوق سرمايه گذاري سروسودمندمدبران,0.023,سرمايه گذاري ارس صبا,60743,10101875807,سرو سودمند مدبران,14008307703
صندوق سرمايه گذاري مشترك يكم اكسيرفارابي,0.0205,سرمايه گذاري ارس صبا,50450,10101875807,صندوق سرمایه گذاری مشترک آسمان یکم,10320813657
شركت سرمايه گذاري گروه صنعتي رازي-سهامي عام-,0.7185,مجتمع صنعتي آرتاويل تاير,62509,10101089200,سرمایه گذاری گروه صنعتی رازی,10102694700
شركت سرمايه گذاري پارس توشه-سهامي عام-,0.0506,آبسال‌,442,10100276443,سرمایه گذاری پارس توشه,10100782085
BFMصندوق سرمايه گذاري.ا.بازارگرداني صبانيك,0.0123,آبسال‌,46888,10100276443,اختصاصی بازار گردان صبا نیک,14005108893
شركت توكاريل-سهامي عام-,0.808,آسيا سير ارس,42510,10102576935,توکا ریل,10260450980
شركت سرمايه گذاري توسعه توكا-سهامي خاص-,0.015,آسيا سير ارس,456,10102576935,سرمایه گذاری توسعه توکا,10260439863
BFMصندوق سرمايه گذاري.ا.ب.توسعه فولادمباركه,0.0134,آسيا سير ارس,70158,10102576935,صندوق سرمایه گذاری اختصاصی بازارگردانی توسعه فولاد مبارکه,10000000036
شركت پويافرازكيش-سهامي خاص-,0.1956,بيمه آسيا,19545,10100314757,شرکت پویا فراز کیش,14000074621
شركت گروه مالي ملت-سهام عام-,0.1723,بيمه آسيا,8113,10100314757,گروه مالی ملت,10102801942
شركت سرمايه گذاري اي.اف.جي.اچ كيش-بامسئوليت م,0.1663,بيمه آسيا,2924,10100314757,سرمایه گذاری ای اف جی اج کیش,10861530138
"موسسه صندوق بازنشستگي،وظيفه،ازكارافتادگي وپ",0.1569,بيمه آسيا,7638,10100314757,مؤسسه صندوق بازنشستگی وظیفه از کار افتادگی و پس انداز کارکنان بانکهای ملی و ادغام شده,10103037570
شركت صباميهن-سهامي خاص-,0.1408,بيمه آسيا,48312,10100314757,صبا میهن,10101997560
صندوق سرمايه گذاري مشترك ارزش كاوان آينده,0.0142,بيمه آسيا,22398,10100314757,مشترک ارزش کاوان آینده,14004107956
شركت توسعه توس بان امين-سهامي خاص-,0.0783,اعتباري ملل,45344,10380252343,توسعه توس بان امین,10380520955
شركت گسترش سرمايه هوشمند-سهامي خاص-,0.0732,اعتباري ملل,77402,10380252343,گسترش سرمایه هوشمند,14006243544
شركت گروه مالي ملل-سهامي خاص-,0.0729,اعتباري ملل,69786,10380252343,گروه مالی ملل,10103761233
IFMصندوق سرمايه گذاري بازارگرداني نوين پيشرو,0.0682,اعتباري ملل,45855,10380252343,بازارگردانی نوین پیشرو,14004407347
BFMصندوق س.اختصاصي بازارگرداني پاداش.پ.پ,0.0556,اعتباري ملل,60374,10380252343,اختصاصی بازارگردانی پاداش پشتیبان پارس,14008473366
شركت افق رهبادخاوران توس-سهامي خاص-,0.0454,اعتباري ملل,45341,10380252343,افق رهباد خاوران توس,10380647203
شركت تامين انرژي سپنتاتوس-سهامي خاص-,0.0154,اعتباري ملل,51725,10380252343,تامین انرژی سپنتا توس,14007411551
شركت گروه توسعه اقتصادملل-سهامي خاص-,0.0151,اعتباري ملل,45451,10380252343,گروه توسعه اقتصاد ملل,10320352137
شركت تجارت نصرالبرز-سهامي خاص-,0.0116,اعتباري ملل,44753,10380252343,تجارت نصر البرز,10320774211
شركت خاوران جم گسترش تابران-سهامي خاص-,0.01,اعتباري ملل,45340,10380252343,خاوران جم گسترش تابران,10380647222
شركت بين المللي توسعه ساختمان-سهامي عام-,0.397,آ.س.پ,301,10100518071,بین المللی توسعه ساختمان,10101855694
بانك سپه,0.1497,آ.س.پ,52,10100518071,بانک سپه,10862064732
شركت صنعتي وبازرگاني غدير-سهامي خاص-,0.122,آ.س.پ,596,10100518071,صنعتی و بازرگانی غدیر,10101364297
شركت سرمايه گذاري آذر-سهامي خاص-,0.0873,آ.س.پ,415,10100518071,سرمایه گذاری آذر,10103837742
BFMصندوق سرمايه گذاري.ا.ب.لاجورددماوند,0.0107,آ.س.پ,70016,10100518071,صندوق سرمایه گذاری اختصاصی بازارگردانی لاجورد دماوند,10000000043
شركت سرمايه گذاري مهرگان سرمايه پارس-سهامي عام,0.2382,انتقال داده هاي آسياتك,60357,10102583274,سرمایه گذاری مهرگان سرمایه پارس,10102898876
BFMصندوق سرمايه گذاري.ا.ب.آتيه باران,0.1032,انتقال داده هاي آسياتك,71497,10102583274,صندوق سرمایه گذاری اختصاصی بازارگردانی آتیه باران,10000000024
شركت فناوري اطلاعات وارتباطات راهبرد-س.خ-,0.1024,انتقال داده هاي آسياتك,60729,10102583274,فناوری اطلاعات و ارتباطات راهبرد,14008247684
شركت رساسازه پي كاوان مهام-سهامي خاص-,0.0994,انتقال داده هاي آسياتك,60785,10102583274,رسا سازه پی کاوان مهام,14007707492
شركت آرتاايده نفيس-سهامي خاص-,0.0854,انتقال داده هاي آسياتك,62447,10102583274,آرتا ایده نفیس,10320692265
شركت سرمايه گذاري ص.م.آريافاتح خاورميانه-س.خ,0.057,انتقال داده هاي آسياتك,60864,10102583274,سرمایه گذاری صنعتی معدنی آریا فاتح خاورمیانه,10320673140
شركت سرمايه گذاري آتيه مداران-سهامي خاص-,0.0494,انتقال داده هاي آسياتك,26483,10102583274,سرمایه گذاری آتیه مداران,10320692094
شركت خدمات مديريت انديشه آتيه مداران-سهامي خاص,0.0465,انتقال داده هاي آسياتك,46474,10102583274,خدمات مدیریت اندیشه آتیه مداران,14004068870
شركت فناوري ا.واطلاعات ايده ديجيتال هوشمند.س خ,0.0459,انتقال داده هاي آسياتك,60777,10102583274,فناوری ارتباطات و اطلاعات ایده دیجیتال هوشمند,14008556974
شركت مبين وان كيش-سهامي عام-,0.0234,انتقال داده هاي آسياتك,70777,10102583274,مبین وان کیش,10980196817
شركت سرمايه گذاري مهرگان تامين پارس-سهامي خاص-,0.8065,س. امين توان آفرين ساز,44417,14003873330,سرمایه گذاری مهرگان تامین پارس,10103460290
شركت بانك صنعت ومعدن-سهامي خاص-,0.65,سرمايه‌ گذاري‌ آتيه‌ دماوند,48012,10102277635,کارگزاری بانک صنعت ومعدن,10101442691
شركت ليزينگ صنعت ومعدن-سهامي عام-,0.1042,سرمايه‌ گذاري‌ آتيه‌ دماوند,661,10102277635,لیزینگ صنعت و معدن,10100742486
شركت سرمايه گذاري آتيه صبا-سهامي خاص-,0.0311,سرمايه‌ گذاري‌ آتيه‌ دماوند,788,10102277635,سرمایه گذاری آتیه صبا,10103137408
صندوق سرمايه گذاري مشترك ارزش كاوان آينده,0.0188,سرمايه‌ گذاري‌ آتيه‌ دماوند,22398,10102277635,مشترک ارزش کاوان آینده,14004107956
صندوق سرمايه گذاري اندوخته پايدارسپهر,0.0151,سرمايه‌ گذاري‌ آتيه‌ دماوند,43193,10102277635,صندوق سرمایه گذاری اندوخته پایدار سپهر,10320866327
شركت سرمايه گذاري تامين آتيه مسكن-سهامي خاص-,0.0134,سرمايه‌ گذاري‌ آتيه‌ دماوند,7591,10102277635,سرمایه گذاری تامین آتیه مسکن,10320307426
شركت گروه كارخانجات صنعتي ومعدني ايران-سهامي خ,0.0108,سرمايه‌ گذاري‌ آتيه‌ دماوند,41919,10102277635,صنعتی ومعدنی ایران,14005253222
شركت گروه صنعتي اشتالزفولادخاورميانه-س.خ-,0.2266,آهنگري‌ تراكتورسازي‌ ايران‌,50595,10860114150,گروه صنعتی اشتالز فولاد خاورمیانه,10200450670
شركت تدبيرفرداي نيك-سهامي خاص-,0.167,آهنگري‌ تراكتورسازي‌ ايران‌,51025,10860114150,تدبیر فردای نیک,14008076836
شركت مديريت طرح وتوسعه آينده پويا-سهامي خاص-,0.9166,كارخانجات صنعتي وتوليدي اتمسفر,21449,10100441828,مدیریت طرح و توسعه آینده پویا,10100937493
IFMصندوق سرمايه گذاري بازارگرداني نوين پيشرو,0.0295,كارخانجات صنعتي وتوليدي اتمسفر,45855,10100441828,بازارگردانی نوین پیشرو,14004407347
موسسه بهارستان آسايش,0.08,توسعه س. كشاورزي آرين توسكا,45309,10102713090,مؤسسه بهارستان آسایش,10100505148
شركت آرتامبين سحر-سهامي خاص-,0.08,توسعه س. كشاورزي آرين توسكا,77061,10102713090,آرتا مبین سحر,10101814661
شركت محب گردشگري سلامت ايرانيان-سهامي خاص-,0.0487,توسعه س. كشاورزي آرين توسكا,62757,10102713090,محب گردشگری سلامت ایرانیان,10320884761
شركت گروه توليدي رنان طب-بامسئوليت محدود-,0.041,توسعه س. كشاورزي آرين توسكا,50176,10102713090,گروه تولیدی رنان طب,10102173008
شركت گسترش فناوري عمران زيست-سهامي خاص-,0.0307,توسعه س. كشاورزي آرين توسكا,51305,10102713090,گسترش فناوری عمران زیست,10102593722
شركت محب مهرسلامت پارس-سهامي خاص-,0.0296,توسعه س. كشاورزي آرين توسكا,62868,10102713090,محب مهر سلامت پارس,10104060856
BFMصندوق سرمايه گذاري.ا.ب.توسعه سهام نيكي,0.0209,توسعه س. كشاورزي آرين توسكا,62876,10102713090,صندوق سرمایه گذاری اختصاصی بازارگردانی توسعه سهام نیکی,10000000034
BFMصندوق سرمايه گذاري.ا.ب.تصميم ساز,0.0108,داروسازي آوه سينا,77154,10102200204,صندوق سرمایه گذاری اختصاصی بازارگردانی تصمیم ساز,10000000033
شركت گروه سرمايه گذاري تدبير-سهامي عام-,0.4639,سرمايه گذاري پرديس,70677,10100271449,گروه سرمایه گذاری تدبیر,10101907666
شركت سرزمين پهناورمهر-سهامي خاص-,0.0383,سرمايه گذاري پرديس,42917,10100271449,سرزمین پهناور مهر,10320895923
موسسه غيرتجاري دانش بنيان بركت,0.0212,سرمايه گذاري پرديس,62677,10100271449,مؤسسه دانش بنیان برکت,14005828941
BFMصندوق سرمايه گذاري.ا.ب.تدبيرگران فردا,0.0198,سرمايه گذاري پرديس,46036,10100271449,اختصاصی بازارگردانی تدبیرگران فردا,14006793310
شركت مديريت سرمايه ارزش آفرين دانا-سهامي خاص-,0.05,بانك آينده,45290,10320894878,مدیریت سرمایه ارزش آفرین دانا,14005786478
شركت مديريت سرمايه آساي دانا-سهامي خاص-,0.05,بانك آينده,45291,10320894878,مدیریت سرمایه آسای دانا,14005965618
شركت توسعه سرمايه پارميس-بامسئوليت محدود-,0.05,بانك آينده,45292,10320894878,توسعه سرمایه پارمیس,14005925472
شركت بيمه رازي-سهامي عام-,0.0499,بانك آينده,296,10320894878,بیمه رازی,10102425103
شركت بازآفرين ابهرنيكو-سهامي خاص-,0.0369,بانك آينده,50730,10320894878,باز آفرین ابهر نیکو,14007027064
شركت توسعه كسب وكارباتيس-سهامي خاص-,0.0352,بانك آينده,50731,10320894878,توسعه کسب و کار باتیس,14007137903
شركت راه سازان تلاش معدن-بامسئوليت محدود-,0.0312,بانك آينده,45297,10320894878,راه سازان تلاش معدن,14006082952
